page,value,wikidata_url,geonames_url
30,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
30,San Marco,https://www.wikidata.org/wiki/Q1438759,https://www.geonames.org/6542138
31,Maiano,https://www.wikidata.org/wiki/Q18487093,https://www.geonames.org/9032176
32,Maiano,https://www.wikidata.org/wiki/Q18487093,https://www.geonames.org/9032176
33,"Ansonia, Connecticut",https://www.wikidata.org/wiki/Q570044,https://www.geonames.org/5281551
33,New England,https://www.wikidata.org/wiki/Q18389,https://www.geonames.org/11919979
33,"Ansonia, Connecticut",https://www.wikidata.org/wiki/Q570044,https://www.geonames.org/5281551
33,New England,https://www.wikidata.org/wiki/Q18389,https://www.geonames.org/11919979
34,"12 Lungarno Acciajuoli, Florence",https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
34,poderi,https://www.wikidata.org/wiki/,https://www.geonames.org/8974686
35,Fiesole hill,https://www.wikidata.org/wiki/Q13365,https://www.geonames.org/3176722
35,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
36,Loeser's,https://www.wikidata.org/wiki/,https://www.geonames.org/
38,Peruzzi quarries,https://www.wikidata.org/wiki/,https://www.geonames.org/
38,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
38,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
39,Incontro,https://www.wikidata.org/wiki/,https://www.geonames.org/
39,Casa Martelli,https://www.wikidata.org/wiki/Q3890431,https://www.geonames.org/9283743
39,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
39,Santa Maria Novella,https://www.wikidata.org/wiki/Q51175,https://www.geonames.org/6458734
39,Antica Luna,https://www.wikidata.org/wiki/,https://www.geonames.org/
39,San Miniato,https://www.wikidata.org/wiki/Q844337,https://www.geonames.org/3167953
40,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
40,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
40,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
40,Poderi behind Bellosguardo,https://www.wikidata.org/wiki/Q3637357,https://www.geonames.org/3182040
41,Medici Tombs,https://www.wikidata.org/wiki/Q1156329,https://www.geonames.org/6542134
42,Luna,https://www.wikidata.org/wiki/Q3841650,https://www.geonames.org/3174659
42,Medici Tombs,https://www.wikidata.org/wiki/Q1128897,https://www.geonames.org/3173435
42,Incontro,https://www.wikidata.org/wiki/Q3797707,https://www.geonames.org/3175524
42,"Il Palmerino, Maiano",https://www.wikidata.org/wiki/Q3795690,https://www.geonames.org/3174284
42,Uffizi,https://www.wikidata.org/wiki/Q51252,https://www.geonames.org/6295660
43,Maiano,https://www.wikidata.org/wiki/Q18487093,https://www.geonames.org/9032176
43,Maiano,https://www.wikidata.org/wiki/Q18487093,https://www.geonames.org/9032176
44,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
44,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
44,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
44,Poggio a Caiano,https://www.wikidata.org/wiki/Q20387,https://www.geonames.org/3170487
44,Prato,https://www.wikidata.org/wiki/Q13377,https://www.geonames.org/3169921
44,Signa,https://www.wikidata.org/wiki/Q82869,https://www.geonames.org/3166540
46,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
46,Loeser's,https://www.wikidata.org/wiki/,https://www.geonames.org/
46,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
46,Loeser's,https://www.wikidata.org/wiki/,https://www.geonames.org/
47,Bargello,https://www.wikidata.org/wiki/Q15076422,https://www.geonames.org/10278901
48,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
48,"Leon d'Oro, Cesena",https://www.wikidata.org/wiki/Q13364,https://www.geonames.org/3178957
48,Faenza,https://www.wikidata.org/wiki/Q30025591,https://www.geonames.org/3177300
48,Faenza,https://www.wikidata.org/wiki/Q30025591,https://www.geonames.org/3177300
49,Pinacoteca,https://www.wikidata.org/wiki/Q3905046,https://www.geonames.org/3171458
49,Madonna del Monte,https://www.wikidata.org/wiki/Q18497462,https://www.geonames.org/8976882
49,Cathedral,https://www.wikidata.org/wiki/Q2977,https://www.geonames.org/3171458
49,"Albergo Zongo, Pesaro",https://www.wikidata.org/wiki/Q6420,https://www.geonames.org/3171458
50,Rimini,https://www.wikidata.org/wiki/Q13369,https://www.geonames.org/3169361
50,Urbino,https://www.wikidata.org/wiki/Q2759,https://www.geonames.org/3165035
50,Pesaro,https://www.wikidata.org/wiki/Q13134,https://www.geonames.org/3171173
51,"Ducal Palace, Urbino",https://www.wikidata.org/wiki/Q1266568,None
51,Urbino,https://www.wikidata.org/wiki/Q2759,https://www.geonames.org/3165035
52,Cagli,https://www.wikidata.org/wiki/Q190514,https://www.geonames.org/3181277
52,Pian di Meleto,https://www.wikidata.org/wiki/Q3901878,https://www.geonames.org/3171265
52,Montefiorentino,https://www.wikidata.org/wiki/Q18498605,https://www.geonames.org/8979844
53,Gubbio,https://www.wikidata.org/wiki/Q30026318,https://www.geonames.org/3175687
53,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
53,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
54,Bellosguardo,https://www.wikidata.org/wiki/Q3637821,https://www.geonames.org/3182211
54,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
54,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
56,Gilli and Letta's,https://www.wikidata.org/wiki/,https://www.geonames.org/
56,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
56,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
56,Fiesolan Villa,https://www.wikidata.org/wiki/,https://www.geonames.org/
57,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
57,Milan,https://www.wikidata.org/wiki/Q490,https://www.geonames.org/3173435
57,Ambrosiana,https://www.wikidata.org/wiki/Q815611,https://www.geonames.org/8133664
57,"Albergo del Nord, Milan",https://www.wikidata.org/wiki/Q490,https://www.geonames.org/3173435
57,Milan,https://www.wikidata.org/wiki/Q490,https://www.geonames.org/3173435
58,Zogno,https://www.wikidata.org/wiki/Q101812,https://www.geonames.org/3163854
58,Brera,https://www.wikidata.org/wiki/Q426609,https://www.geonames.org/11838094
58,Serina,https://www.wikidata.org/wiki/Q101580,https://www.geonames.org/3166704
58,Archbishop's Palace,https://www.wikidata.org/wiki/Q87578260,https://www.geonames.org/8948423
58,Peghera,https://www.wikidata.org/wiki/Q18468572,https://www.geonames.org/3171310
60,Strassburg,https://www.wikidata.org/wiki/Q6602,https://www.geonames.org/2973783
60,Bergamo,https://www.wikidata.org/wiki/Q628,https://www.geonames.org/3182164
60,Milan,https://www.wikidata.org/wiki/Q490,https://www.geonames.org/3173435
61,Strassburg,https://www.wikidata.org/wiki/Q6602,https://www.geonames.org/2973783
61,Strassburg,https://www.wikidata.org/wiki/Q6602,https://www.geonames.org/2973783
61,Kleine Frankreich,https://www.wikidata.org/wiki/Q876628,https://www.geonames.org/3023519
62,London,https://www.wikidata.org/wiki/Q84,https://www.geonames.org/2643743
64,Haslemere,https://www.wikidata.org/wiki/Q2449644,https://www.geonames.org/2647365
64,Woburn Abbey,https://www.wikidata.org/wiki/Q1629626,https://www.geonames.org/6946892
64,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
64,London,https://www.wikidata.org/wiki/Q84,https://www.geonames.org/2643743
65,"Hotel de France, Lille",https://www.wikidata.org/wiki/Q647,https://www.geonames.org/2998324
65,London,https://www.wikidata.org/wiki/Q84,https://www.geonames.org/2643743
65,Lille,https://www.wikidata.org/wiki/Q647,https://www.geonames.org/2998324
65,Lille,https://www.wikidata.org/wiki/Q647,https://www.geonames.org/2998324
67,Amiens,https://www.wikidata.org/wiki/Q41604,https://www.geonames.org/3037854
67,Sainte Chapelle,https://www.wikidata.org/wiki/Q193193,https://www.geonames.org/6452897
67,"Hotel d'Angleterre, Beauvais",https://www.wikidata.org/wiki/Q207778,https://www.geonames.org/3034633
67,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
67,Luxembourg,https://www.wikidata.org/wiki/Q329852,https://www.geonames.org/2960316
68,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
68,Trocadero,https://www.wikidata.org/wiki/Q1759903,https://www.geonames.org/6269539
68,Bois de Boulogne,https://www.wikidata.org/wiki/Q209626,https://www.geonames.org/3032063
68,Luxembourg Gardens,https://www.wikidata.org/wiki/Q167556,https://www.geonames.org/6452692
68,Luxembourg Gardens,https://www.wikidata.org/wiki/Q167556,https://www.geonames.org/6452692
68,Sainte Chapelle,https://www.wikidata.org/wiki/Q193193,https://www.geonames.org/6452897
70,Weisser Hirsch bei Dresden,https://www.wikidata.org/wiki/Q2560099,https://www.geonames.org/2813187
70,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
70,Bois de Boulogne,https://www.wikidata.org/wiki/Q209626,https://www.geonames.org/3032063
71,Dresden,https://www.wikidata.org/wiki/Q1731,https://www.geonames.org/2935022
71,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
71,Berlin,https://www.wikidata.org/wiki/Q64,https://www.geonames.org/2950159
71,Spreewald,https://www.wikidata.org/wiki/Q148859,https://www.geonames.org/2830098
71,Munich,https://www.wikidata.org/wiki/Q1726,https://www.geonames.org/2867714
71,Holland,https://www.wikidata.org/wiki/Q102911,https://www.geonames.org/2750405
73,Holland,https://www.wikidata.org/wiki/Q102911,https://www.geonames.org/2750405
73,Munich,https://www.wikidata.org/wiki/Q1726,https://www.geonames.org/2867714
73,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
73,Spreewald,https://www.wikidata.org/wiki/Q148859,https://www.geonames.org/2830098
73,Dresden,https://www.wikidata.org/wiki/Q1731,https://www.geonames.org/2935022
73,Berlin,https://www.wikidata.org/wiki/Q64,https://www.geonames.org/2950159
74,"Hotel Vouillemont, Paris",https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
74,Russian Church,https://www.wikidata.org/wiki/Q3452724,https://www.geonames.org/6695425
74,"Hotel du Dauphin, Rouen",https://www.wikidata.org/wiki/Q514,https://www.geonames.org/2982652
74,Notre Dame,https://www.wikidata.org/wiki/Q2981,https://www.geonames.org/6269274
74,"3 rue de Beaune, Paris",https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
74,St Ouen,https://www.wikidata.org/wiki/Q68571443,https://www.geonames.org/3237229
74,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
75,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
75,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
75,Paris,https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
76,Chat Noir,https://www.wikidata.org/wiki/Q2412502,https://www.geonames.org/
76,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
76,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
76,Bibliothèque Centrale,https://www.wikidata.org/wiki/,https://www.geonames.org/
76,Boeuf à la Mode,https://www.wikidata.org/wiki/,https://www.geonames.org/
77,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
78,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
78,Luxembourg Museum,https://www.wikidata.org/wiki/Q1411180,https://www.geonames.org/9409870
78,"3 rue de Beaune, Paris",https://www.wikidata.org/wiki/,https://www.geonames.org/2988507
78,Durand-Ruel Gallery,https://www.wikidata.org/wiki/Q3041446,https://www.geonames.org/
79,Durand-Ruel's,https://www.wikidata.org/wiki/Q3041646,https://www.geonames.org/
79,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
79,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
79,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
79,"rue de Lisbonne 34, Rouart collection",https://www.wikidata.org/wiki/,https://www.geonames.org/
82,"3 rue de Beaune, Paris",https://www.wikidata.org/wiki/Q90,https://www.geonames.org/2988507
82,Bibliothèque Nationale,https://www.wikidata.org/wiki/Q193563,https://www.geonames.org/12508955
82,11 Quai Voltaire,https://www.wikidata.org/wiki/Q3413229,https://www.geonames.org/12519306
83,M. Rouart's,https://www.wikidata.org/wiki/,https://www.geonames.org/
83,Louvre,https://www.wikidata.org/wiki/Q19675,https://www.geonames.org/2997319
84,London,https://www.wikidata.org/wiki/Q84,https://www.geonames.org/2643743
84,Luxembourg,https://www.wikidata.org/wiki/Q32,https://www.geonames.org/2960313
84,"Lion d'Or, Reims",https://www.wikidata.org/wiki/Q41876,https://www.geonames.org/2984114
85,Reims,https://www.wikidata.org/wiki/Q41876,https://www.geonames.org/2984114
85,Reims,https://www.wikidata.org/wiki/Q41876,https://www.geonames.org/2984114
86,Bâle Museum,https://www.wikidata.org/wiki/Q812285,https://www.geonames.org/9671465
86,"Lion d'Or, Reims",https://www.wikidata.org/wiki/Q42800,https://www.geonames.org/2984114
86,"Victoria, Bâle",https://www.wikidata.org/wiki/Q12172,https://www.geonames.org/6470555
89,Bâle,https://www.wikidata.org/wiki/Q78,https://www.geonames.org/2661604
90,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
90,Milan,https://www.wikidata.org/wiki/Q490,https://www.geonames.org/3173435
90,Milano,https://www.wikidata.org/wiki/Q490,https://www.geonames.org/3173435
90,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q35876,https://www.geonames.org/3176722
91,Palmerino,https://www.wikidata.org/wiki/Q3892327,https://www.geonames.org/3171475
92,Uffizi,https://www.wikidata.org/wiki/Q51252,https://www.geonames.org/6295660
92,Uffizi,https://www.wikidata.org/wiki/Q51252,https://www.geonames.org/6295660
93,Lotto,https://www.wikidata.org/wiki/Q1085126,https://www.geonames.org/8985013
94,New Gallery,https://www.wikidata.org/wiki/Q7007729,https://www.geonames.org/6690572
94,Uffizi,https://www.wikidata.org/wiki/Q51252,https://www.geonames.org/6295660
96,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
96,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
96,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
96,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
97,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
97,Regent Park Pond,https://www.wikidata.org/wiki/Q7308935,https://www.geonames.org/6620761
98,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q13020,https://www.geonames.org/3176722
99,Uffizi,https://www.wikidata.org/wiki/Q51252,https://www.geonames.org/6295660
100,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
100,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
101,New Gallery,https://www.wikidata.org/wiki/Q7007729,https://www.geonames.org/6690589
102,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
102,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
102,Milan,https://www.wikidata.org/wiki/Q490,https://www.geonames.org/3173435
103,Academy (Galleria dell'Accademia),https://www.wikidata.org/wiki/Q1542452,https://www.geonames.org/6942924
103,Cenacolo di Fuligno,https://www.wikidata.org/wiki/Q2944202,https://www.geonames.org/9884732
104,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
105,Palmerino,https://www.wikidata.org/wiki/Q3892513,https://www.geonames.org/3171775
106,Palazzo Pitti,https://www.wikidata.org/wiki/Q29286,https://www.geonames.org/6697950
106,Uffizi Gallery,https://www.wikidata.org/wiki/Q51252,https://www.geonames.org/6295660
106,Academy,https://www.wikidata.org/wiki/Q1547200,https://www.geonames.org/6691855
108,garden,https://www.wikidata.org/wiki/,https://www.geonames.org/
108,garden,https://www.wikidata.org/wiki/,https://www.geonames.org/
108,garden,https://www.wikidata.org/wiki/,https://www.geonames.org/
109,Monte Senario,https://www.wikidata.org/wiki/Q31613524,https://www.geonames.org/3166748
110,Palmerino,https://www.wikidata.org/wiki/Q3892357,https://www.geonames.org/3171475
111,New Gallery,https://www.wikidata.org/wiki/Q7007729,https://www.geonames.org/6690595
112,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q13020,https://www.geonames.org/3176722
112,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q13020,https://www.geonames.org/3176722
112,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q13020,https://www.geonames.org/3176722
113,Vernon Lee's,https://www.wikidata.org/wiki/Q3556174,https://www.geonames.org/3165524
113,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
113,Scalzi,https://www.wikidata.org/wiki/Q748689,https://www.geonames.org/6542131
113,Academy,https://www.wikidata.org/wiki/Q162633,https://www.geonames.org/3183001
114,Alessandri's,https://www.wikidata.org/wiki/,https://www.geonames.org/
114,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
115,Podere,https://www.wikidata.org/wiki/,https://www.geonames.org/
115,Podere,https://www.wikidata.org/wiki/,https://www.geonames.org/
116,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
117,garden,None,None
118,Podere,https://www.wikidata.org/wiki/,https://www.geonames.org/
120,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
120,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
121,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
121,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
121,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
121,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
122,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q13160,https://www.geonames.org/3176722
122,"Hotel San Marco, Modena",https://www.wikidata.org/wiki/Q13364,https://www.geonames.org/3173331
122,"San Pietro, Modena",https://www.wikidata.org/wiki/Q3948391,https://www.geonames.org/8949611
122,Cathedral of Modena,https://www.wikidata.org/wiki/Q747328,https://www.geonames.org/3173331
124,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q13295,https://www.geonames.org/3176722
129,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
130,arbour,https://www.wikidata.org/wiki/N/A,https://www.geonames.org/N/A
133,Fabbri's,https://www.wikidata.org/wiki/,https://www.geonames.org/
133,San Domenico,https://www.wikidata.org/wiki/Q474122,None
133,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
136,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
137,Palmerino,https://www.wikidata.org/wiki/Q3892507,https://www.geonames.org/9179561
138,Pisa,https://www.wikidata.org/wiki/Q13375,https://www.geonames.org/3170647
138,Pistoia,https://www.wikidata.org/wiki/Q13376,https://www.geonames.org/3170621
138,Lucca,https://www.wikidata.org/wiki/Q13373,https://www.geonames.org/3174530
138,Barga,https://www.wikidata.org/wiki/Q216479,https://www.geonames.org/3182358
138,"Villa Rosa, Fiesole",https://www.wikidata.org/wiki/Q13020,https://www.geonames.org/3176722
138,Lucca,https://www.wikidata.org/wiki/Q13373,https://www.geonames.org/3174530
138,Barga,https://www.wikidata.org/wiki/Q216479,https://www.geonames.org/3182358
143,Emily's,https://www.wikidata.org/wiki/,https://www.geonames.org/
143,Loeser's,https://www.wikidata.org/wiki/,https://www.geonames.org/
143,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
146,Settignano,https://www.wikidata.org/wiki/Q942605,https://www.geonames.org/10226947
146,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
148,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
148,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
149,Fiesole,https://www.wikidata.org/wiki/Q82670,https://www.geonames.org/3177019
150,Riva,https://www.wikidata.org/wiki/Q194136,https://www.geonames.org/3169272
150,Florence,https://www.wikidata.org/wiki/Q2044,https://www.geonames.org/3176959
150,Malcesine,https://www.wikidata.org/wiki/Q47821,https://www.geonames.org/3174188
150,Salò,https://www.wikidata.org/wiki/Q111705,https://www.geonames.org/3168633
150,Trient,https://www.wikidata.org/wiki/Q3376,https://www.geonames.org/3165243
151,Woer,https://www.wikidata.org/wiki/,https://www.geonames.org/3165896
151,Sterzing,https://www.wikidata.org/wiki/Q263305,https://www.geonames.org/3164065
151,Trent,https://www.wikidata.org/wiki/Q3376,https://www.geonames.org/3165243
152,Munich,https://www.wikidata.org/wiki/Q1726,https://www.geonames.org/2867714
152,"Hotel Marienbad, München",https://www.wikidata.org/wiki/Q1726,https://www.geonames.org/2867714
152,Maximilien Café,https://www.wikidata.org/wiki/,https://www.geonames.org/
154,Kochelsee,https://www.wikidata.org/wiki/Q257264,https://www.geonames.org/2886920
154,Gallery,https://www.wikidata.org/wiki/Q1627767,https://www.geonames.org/6557192
154,Kochelsee,https://www.wikidata.org/wiki/Q257264,https://www.geonames.org/2886920
158,Karlsruhe,https://www.wikidata.org/wiki/Q1040,https://www.geonames.org/2892794
158,Worms,https://www.wikidata.org/wiki/Q3852,https://www.geonames.org/2806142
159,Casino Frankfurt,https://www.wikidata.org/wiki/,https://www.geonames.org/
159,"Schwann, 7 Liebfrauenplatz",https://www.wikidata.org/wiki/,https://www.geonames.org/
159,Städel Institut,https://www.wikidata.org/wiki/Q695767,https://www.geonames.org/
159,Casino Frankfurt,https://www.wikidata.org/wiki/,https://www.geonames.org/
159,Mainz,https://www.wikidata.org/wiki/Q1720,https://www.geonames.org/2874225
160,Coblentz,https://www.wikidata.org/wiki/Q3140,https://www.geonames.org/2886946
160,Rhine,https://www.wikidata.org/wiki/Q584,https://www.geonames.org/2849647
160,Coblentz,https://www.wikidata.org/wiki/Q3140,https://www.geonames.org/2886946
160,Central Hof,None,None
